campaign,click,click_pos,click_nb,cost,time_since_last_click,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,hour,day,pCTR
7,1,2,3,0.000485292715667,216473,5,46,820,10,36,12,4041,4,8,0,0,0.9958334205654562
592,0,-1,-1,6.1764703954e-05,-1,2,20,681,10,41,2,4091,2,15,0,0,0.17641925907438252
446,0,-1,-1,1.94467143978e-05,-1,4,14,936,10,43,0,371,4,15,0,0,0.18632786750583136
32,0,-1,-1,3.04868904984e-05,-1,7,51,994,10,46,11,5043,4,15,0,0,0.37133730916429564
121,0,-1,-1,0.000200506571462,-1,4,20,80,10,36,2,1466,9,15,0,0,0.21984814912639974
623,0,-1,-1,0.000159299069246,146523,2,14,1302,3,1,7,639,4,16,0,0,0.11748986751172831
263,0,-1,-1,7.24906114922e-05,109114,3,51,736,7,2,2,3189,4,16,0,0,0.34293586029102446
502,1,-1,-1,0.000104631586686,969,2,51,484,10,2,24,2194,4,22,0,0,0.32935121926733574
246,0,-1,-1,1.94581685697e-05,-1,1,14,964,10,21,12,1889,4,15,0,0,0.32350699167850855
373,0,-1,-1,4.41176488119e-05,-1,5,14,1103,10,14,2,3488,4,15,0,0,0.16835277632929563
7,0,-1,-1,1e-05,506,5,46,819,10,36,2,375,4,23,0,0,0.5174289225812728
347,1,-1,-1,0.000358493978825,47657,5,51,603,10,2,8,5278,4,29,0,0,0.635530120658825
115,0,-1,-1,8.52941151928e-05,-1,4,26,1257,10,43,2,3395,2,15,0,0,0.20388869837549467
7,0,-1,-1,1e-05,-1,5,46,1224,10,36,2,4041,7,15,0,0,0.26084893225789485
562,0,-1,-1,5.62565642244e-05,-1,7,11,889,10,43,20,3989,4,15,0,0,0.29347845025008584
196,0,-1,-1,6.76470600507e-05,-1,0,51,1028,10,45,2,5363,9,15,0,0,0.4534961822490136
346,0,-1,-1,0.000151662844069,-1,5,51,788,10,11,11,4407,4,15,0,0,0.3595423545221581
295,1,-1,-1,0.00105176431223,30475,5,51,436,10,13,12,1499,4,28,0,0,0.5335138748965775
169,0,-1,-1,1.47044766714e-05,787131,5,47,1144,10,36,10,354,4,26,0,0,0.34677219341791576
51,0,-1,-1,6.23699756792e-05,1300466,3,51,873,7,36,21,5278,4,7,0,0,0.24987887304761222
446,0,-1,-1,1e-05,1735156,5,14,576,10,43,2,4618,7,7,0,0,0.2290268631507851
431,0,-1,-1,2.43366312454e-05,-1,1,51,761,10,32,12,864,4,15,0,0,0.35354931926781896
331,0,-1,-1,1e-05,737449,2,51,1299,10,42,2,4245,7,26,0,0,0.3423759410597064
435,0,-1,-1,6.48746828704e-05,137556,3,14,1058,10,43,2,4724,9,16,0,0,0.42959408266656396
435,0,-1,-1,1.20709639262e-05,-1,3,14,1126,7,43,2,4724,10,15,0,0,0.14948804587848796
435,0,-1,-1,8.15372957903e-05,-1,5,14,1058,10,43,20,4724,4,15,0,0,0.3297972860535758
404,0,-1,-1,0.000887244675924,94216,5,51,264,10,2,25,3718,4,17,0,0,0.4519397443021652
61,0,-1,-1,0.00116342554012,88751,5,51,417,10,2,17,5278,4,17,0,0,0.5413833647684775
59,0,-1,-1,1.10307859321e-05,791188,5,51,1307,10,37,14,4163,4,26,0,0,0.2999337707600918
64,0,-1,-1,0.000101470605415,-1,5,51,467,10,14,2,5180,1,15,0,0,0.36185460807070724
553,0,-1,-1,0.000552132122971,1233146,4,14,60,10,36,0,2969,4,7,0,0,0.1927454575380076
354,0,-1,-1,1e-05,-1,0,51,1141,10,0,2,1256,10,15,0,0,0.3379351085901719
202,0,-1,-1,5.14705873588e-05,-1,5,51,192,10,2,2,4109,0,15,0,0,0.3236741134724995
89,1,-1,-1,6.59707363915e-05,-1,5,14,421,10,36,8,1874,4,15,0,0,0.3027803956515855
518,0,-1,-1,1e-05,169773,5,51,719,10,2,2,2547,8,8,0,0,0.4780920636609704
517,0,-1,-1,2.74580629432e-05,-1,1,51,720,10,2,12,3337,4,15,0,0,0.43563348564618526
356,0,-1,-1,5.24332374334e-05,-1,7,14,25,10,2,8,161,4,15,0,0,0.25731791062897974
521,0,-1,-1,0.000166451483594,1129135,2,14,963,10,23,2,731,1,26,0,0,0.20429687446803776
191,0,-1,-1,1e-05,-1,5,51,573,10,43,12,2938,4,15,0,0,0.36963385012937505
373,0,-1,-1,1.02941176909e-05,-1,5,14,1103,10,14,2,1291,2,15,0,0,0.23632341707417095
475,0,-1,-1,1.80576621171e-05,-1,5,46,1323,10,0,23,4744,4,15,0,0,0.26693714226026843
446,0,-1,-1,1.6347494354e-05,455483,3,14,79,10,43,0,3985,4,27,0,0,0.19794643194959294
333,1,10,14,0.00195616678669,362,2,51,76,10,2,2,4275,5,3,0,0,0.9958334205654562
564,0,-1,-1,8.9428795087e-05,1311624,5,14,1252,10,36,12,4718,4,7,0,0,0.3355738425671719
517,0,-1,-1,1e-05,-1,1,51,720,10,2,2,518,1,15,0,0,0.41851276951015576
193,0,-1,-1,1.71408900881e-05,-1,7,27,477,10,43,21,4334,4,15,0,0,0.26963707988849517
7,0,-1,-1,1.63899833226e-05,-1,2,14,880,10,36,2,4041,2,15,0,0,0.17468263179872082
181,1,-1,-1,0.000101647341953,-1,4,51,210,10,38,12,5278,4,15,0,0,0.28329953406450487
354,1,1,2,0.000188074351952,104374,4,51,1141,10,0,12,5300,4,16,0,0,0.9958334205654562
136,0,-1,-1,8.00093307215e-05,-1,0,51,1386,10,36,20,870,4,15,0,0,0.31567676431232894
151,1,-1,-1,0.000467090258998,214410,5,51,518,10,38,20,2712,4,8,0,0,0.4555847932192006
68,1,-1,-1,9.44158883358e-05,412438,4,13,984,10,0,8,5278,4,9,0,0,0.6320801092912581
469,0,-1,-1,2.08860406149e-05,1425106,5,2,696,10,36,12,5278,4,7,0,0,0.3914092080791763
425,0,-1,-1,2.20588244059e-05,-1,3,14,1202,3,18,12,5278,4,15,0,0,0.19866216374432868
552,0,-1,-1,1e-05,-1,5,40,227,10,36,4,4789,4,15,0,0,0.32899530988339465
361,0,-1,-1,1e-05,966339,0,14,748,10,36,24,2567,4,26,0,0,0.2400043236690957
136,0,-1,-1,1.64191381019e-05,-1,5,51,1386,10,36,14,4406,4,15,0,0,0.261953999844696
196,1,-1,-1,0.000740059934845,174027,0,51,1028,10,45,2,5340,7,8,0,0,0.41874985464843556
275,0,-1,-1,2.94202943165e-05,1848854,5,14,1312,10,42,5,2973,4,7,0,0,0.19362748795645096
446,1,0,3,9.6495291766e-05,-1,5,14,190,10,43,2,4311,0,15,0,0,0.9958334205654562
567,1,-1,-1,0.000640736684099,183,4,14,855,7,36,12,3912,4,2,0,0,0.5808523434647668
567,0,-1,-1,1e-05,1124959,5,14,672,10,36,2,1343,7,26,0,0,0.2666793803968388
537,1,-1,-1,9.6495291766e-05,-1,0,51,1035,10,43,12,310,4,15,0,0,0.3702276095201171
118,0,-1,-1,0.000187578661701,772819,2,14,797,15,41,19,4091,4,26,0,0,0.20719852326986699
130,0,-1,-1,1e-05,-1,5,51,909,10,45,2,5204,7,15,0,0,0.3459257511626239
491,0,-1,-1,0.000349776979954,1316944,4,51,695,10,12,2,5278,3,7,0,0,0.24353429627032208
463,0,-1,-1,1.78735440991e-05,1090851,5,51,726,10,24,2,5278,8,26,0,0,0.3489527845456106
623,0,-1,-1,3.58954746129e-05,867722,3,14,1302,10,1,5,3951,4,26,0,0,0.15121063592895403
567,0,-1,-1,1.61764705006e-05,-1,5,14,672,10,36,2,970,7,15,0,0,0.26945595904909053
299,1,-1,-1,0.000413744800231,-1,5,51,1284,10,36,2,1386,8,15,0,0,0.2832793483296119
562,1,-1,-1,0.000367647058824,-1,4,41,139,10,43,12,413,4,15,0,0,0.21935437744945754
626,1,-1,-1,9.55882317879e-05,-1,2,32,460,10,26,2,2924,7,15,0,0,0.19189453424997632
101,0,-1,-1,0.00011911766494,-1,6,14,728,10,2,2,5278,5,15,0,0,0.4329424708769926
446,1,1,3,3.705349686e-05,5,5,14,190,10,43,2,4311,10,4,0,0,0.9958334205654562
136,1,-1,-1,1.72442340237e-05,-1,1,51,1116,10,36,12,485,4,15,0,0,0.3578682533606592
261,0,-1,-1,1e-05,-1,8,21,688,10,2,12,5278,4,15,0,0,0.37707444178843164
241,0,-1,-1,1e-05,-1,6,51,1037,10,2,2,5278,8,15,0,0,0.2826546083580234
148,1,0,1,7.35294117647e-05,-1,5,14,548,10,43,12,692,4,15,0,0,0.9958334205654562
521,0,-1,-1,1e-05,-1,5,15,860,10,23,2,4261,7,15,0,0,0.21484057148729868
137,1,-1,-1,3.05962409166e-05,-1,8,51,998,10,14,12,5278,4,15,0,0,0.39365845426676754
517,0,-1,-1,5.0005838275e-05,-1,5,51,720,10,2,2,4842,7,15,0,0,0.3778831562665708
435,1,-1,-1,0.000208079849972,-1,5,14,1126,10,43,20,3829,4,15,0,0,0.35411266047093803
301,1,-1,-1,2.09793959127e-05,1225541,5,46,1324,10,36,2,4861,7,7,0,0,0.4120426626030661
566,1,-1,-1,0.000312326340115,-1,1,51,1350,10,2,11,4544,4,15,0,0,0.32653861381943206
266,1,0,1,5.94227147453e-05,-1,4,14,929,8,36,2,1425,10,15,0,0,0.9958334205654562
348,1,-1,-1,0.000119023935237,58655,5,51,11,10,46,12,4261,4,29,0,0,0.4007586822976834
518,1,-1,-1,0.000209746693863,-1,5,51,719,10,2,2,3686,1,15,0,0,0.36631919575606525
517,0,-1,-1,1e-05,370360,0,51,720,10,2,2,2963,8,9,0,0,0.38885322207811857
538,0,-1,-1,1e-05,-1,1,51,1171,10,0,12,5278,4,15,0,0,0.4576518595003146
89,0,-1,-1,1e-05,-1,0,14,421,10,36,2,4602,7,15,0,0,0.25777505974360265
348,0,-1,-1,1.64542804624e-05,645632,5,51,11,10,46,8,4607,4,27,0,0,0.31833041060674094
374,1,-1,-1,0.000291700696244,-1,5,51,292,10,0,16,1588,4,15,0,0,0.5900067928419458
7,0,-1,-1,1.34541267971e-05,425819,0,46,820,10,36,2,409,6,9,0,0,0.30554620345684197
117,0,-1,-1,1.86527509066e-05,261378,5,14,1229,10,36,5,2126,4,8,0,0,0.20171536280661412
181,0,-1,-1,0.000111203202418,1669219,0,51,210,10,38,2,2170,1,7,0,0,0.25065196487415686
567,0,-1,-1,3.67647058824e-05,-1,0,14,672,10,36,12,710,4,15,0,0,0.29619180629915987
237,1,0,1,0.000138905100963,-1,0,51,329,10,45,12,2782,4,15,0,0,0.9958334205654562
169,0,-1,-1,2.31666568116e-05,328744,5,47,1348,10,36,11,354,4,9,0,0,0.3890255478910069
117,0,-1,-1,0.00013987752704,261380,5,14,1229,10,36,12,2126,4,8,0,0,0.37756672627521515
1,0,-1,-1,0.000130882350838,-1,4,11,360,10,26,2,4167,3,15,0,0,0.16866693584260722
430,1,-1,-1,0.000527478055042,5323,2,6,13,7,0,12,4813,4,11,0,0,0.606486286635314
221,0,-1,-1,3.72266723274e-05,788339,5,51,935,10,37,14,5278,4,26,0,0,0.371224294305233
627,1,0,1,7.37523594324e-05,-1,2,26,989,10,26,11,5278,4,15,0,0,0.9958334205654562
446,1,0,2,1e-05,640892,3,14,190,7,43,5,1963,4,27,0,0,0.9958334205654562
526,1,-1,-1,6.308352246e-05,-1,5,51,843,10,45,12,2228,4,15,0,0,0.3703971900883286
625,1,-1,-1,1e-05,-1,7,35,459,10,26,2,152,8,15,0,0,0.33956059908721614
146,1,-1,-1,0.000435210137924,117737,2,51,396,10,36,14,1343,4,16,0,0,0.37746923501365737
274,0,-1,-1,2.64959159504e-05,549590,5,33,641,10,23,2,4607,3,27,0,0,0.2793941054256511
518,0,-1,-1,1.91453016385e-05,494595,5,51,719,10,2,2,2619,3,27,0,0,0.39560443940831974
305,0,-1,-1,0.000240635357461,165743,5,51,195,10,42,11,3465,4,8,0,0,0.5449733488496054
630,1,0,1,9.66423261806e-05,1121196,2,32,1393,10,26,12,5278,4,26,0,0,0.9958334205654562
463,0,-1,-1,0.000128573345787,-1,5,51,726,10,24,12,5278,4,15,0,0,0.438415879550362
334,0,-1,-1,1.82449086401e-05,1802497,5,14,216,10,2,17,2194,4,7,0,0,0.2934397980108102
279,1,-1,-1,1.94467143978e-05,-1,5,51,99,10,2,2,928,0,15,0,0,0.3903373002742726
118,1,-1,-1,0.00228598462475,523414,2,14,8,10,41,0,4091,4,27,0,0,0.37775568909018814
261,0,-1,-1,0.000358938787206,1828420,4,51,688,10,2,2,1024,6,7,0,0,0.16267760327667152
446,0,-1,-1,5.91977739446e-05,8452,5,14,190,10,43,17,3580,4,1,0,0,0.5125093462119985
521,0,-1,-1,0.00323944992549,107396,4,15,861,10,23,12,2880,4,16,0,0,0.35472311713875343
526,0,-1,-1,0.000190075304099,983574,3,51,843,10,45,2,1363,2,26,0,0,0.18844023334558058
64,0,-1,-1,7.05882337163e-05,-1,0,51,467,10,14,2,5180,7,15,0,0,0.34103989958946723
446,0,-1,-1,1e-05,-1,5,14,190,10,43,5,1597,4,15,0,0,0.27276813282156065
68,1,-1,-1,0.000264497342691,264706,5,13,984,10,0,12,3915,4,8,0,0,0.6246403802728583
7,1,-1,-1,0.000834324077397,156165,3,14,1134,7,36,0,5278,4,16,0,0,0.5919039171572692
475,1,-1,-1,0.00168524909692,9364,5,46,1323,10,0,2,1254,9,1,0,0,0.5067913168380236
517,0,-1,-1,1.25014595687e-05,-1,5,51,720,10,2,2,4842,8,15,0,0,0.3341740089202171
446,0,-1,-1,0.000224827981936,119156,2,14,936,10,43,0,567,4,16,0,0,0.20940716912243038
619,1,-1,-1,0.00020820755273,623,5,34,336,10,42,11,4019,4,23,0,0,0.6222670920358484
518,0,-1,-1,1e-05,305938,1,51,719,10,2,11,209,4,9,0,0,0.4037629437184708
478,0,-1,-1,2.35294112388e-05,-1,5,51,225,10,2,2,5278,2,15,0,0,0.3964592954382948
619,1,-1,-1,0.000143105061412,1,5,34,336,10,42,11,4019,4,14,0,0,0.8341193148884627
464,0,-1,-1,9.2191222836e-05,-1,5,51,1153,10,36,15,1002,4,15,0,0,0.3446278951057236
29,0,-1,-1,1.33097064227e-05,579162,5,51,120,10,36,11,5317,4,27,0,0,0.4908850324732376
636,1,-1,-1,5.14705873588e-05,-1,0,51,24,10,0,12,2738,4,15,0,0,0.5852941735244238
446,1,-1,-1,2.88925307395e-05,268837,0,14,190,10,43,2,981,0,9,0,0,0.4078645874087241
151,1,-1,-1,1.64479033339e-05,558166,3,51,518,7,38,20,3542,4,27,0,0,0.294675004476707
266,0,-1,-1,2.94590286081e-05,918936,5,51,926,10,36,2,1745,2,26,0,0,0.3121706284894891
67,1,-1,-1,0.000441176470588,-1,0,51,966,10,22,12,5278,4,15,0,0,0.4812036025402083
357,1,-1,-1,2.77810215074e-05,-1,1,51,756,10,45,20,2150,4,15,0,0,0.4626340400909953
320,0,-1,-1,1e-05,-1,4,51,485,10,36,21,2182,4,15,0,0,0.22686741182936138
521,0,-1,-1,0.000174325429953,737698,2,14,963,7,23,28,4261,4,26,0,0,0.21471910791112928
627,0,-1,-1,1e-05,1748038,2,40,1098,10,26,2,5278,2,7,0,0,0.2229797525984993
627,1,-1,-1,9.36273556096e-05,1394,3,19,989,10,26,2,370,7,18,0,0,0.39191228902789615
562,0,-1,-1,7.35294117647e-05,-1,4,37,682,8,43,8,4359,4,15,0,0,0.22211564133389827
331,0,-1,-1,1e-05,469247,5,51,1299,10,42,2,1403,8,27,0,0,0.266473412752158
559,0,-1,-1,1e-05,-1,6,51,780,10,0,12,5278,4,15,0,0,0.5970548637523341
475,0,-1,-1,2.36138679525e-05,-1,5,46,1323,10,0,23,4053,4,15,0,0,0.2814745881925212
435,1,-1,-1,0.000316876631578,716569,4,14,1057,10,43,24,1722,4,27,0,0,0.15916700682741977
397,1,-1,-1,5.96271630596e-05,-1,0,14,600,10,43,12,1452,4,15,0,0,0.3952698892591112
157,0,-1,-1,0.000169117643553,-1,6,51,1143,10,5,2,5278,3,15,0,0,0.3413966673691926
7,1,-1,-1,1e-05,-1,5,46,820,10,36,2,2659,10,15,0,0,0.1613527807699966
481,0,-1,-1,1.72495548861e-05,1836442,5,51,1309,10,43,12,4749,4,7,0,0,0.2724476027077902
121,0,-1,-1,2.81590004178e-05,-1,5,0,1396,10,36,2,1598,1,15,0,0,0.20216692576645798
463,0,-1,-1,9.83845828864e-05,198375,2,51,800,10,24,12,5278,4,8,0,0,0.3201176990875189
183,0,-1,-1,1e-05,-1,5,14,1368,10,42,17,1099,4,15,0,0,0.31427596151808185
33,1,-1,-1,8.01035594579e-05,516858,0,51,1267,10,40,14,166,4,27,0,0,0.2821283958149746
248,0,-1,-1,9.58445317604e-05,-1,0,51,812,10,2,2,1641,7,15,0,0,0.42585701954528743
399,0,-1,-1,1e-05,-1,8,14,918,10,0,2,5278,2,15,0,0,0.6346024555837146
446,0,-1,-1,1e-05,-1,2,14,190,3,43,14,3985,4,15,0,0,0.13643686392948418
624,1,0,1,5.41729874471e-05,-1,3,43,945,7,26,14,3658,4,15,0,0,0.9958334205654562
373,0,-1,-1,5.88235302882e-05,-1,0,14,1103,10,14,12,1291,4,15,0,0,0.3351673716749818
169,0,-1,-1,3.05591216859e-05,-1,5,47,1144,10,36,20,3189,4,15,0,0,0.3364506150964309
366,1,-1,-1,0.000105182808988,-1,0,14,1091,10,37,12,2486,4,15,0,0,0.3640784297345887
196,0,-1,-1,1e-05,-1,1,51,1028,10,45,21,1626,4,15,0,0,0.4011504105483319
475,0,-1,-1,1e-05,-1,5,46,1323,10,0,14,3791,4,15,0,0,0.34621116000469004
327,0,-1,-1,4.01420409188e-05,-1,4,14,318,10,23,2,4952,2,15,0,0,0.25355352833859857
481,1,28,47,0.00137466101699,436062,2,51,1309,10,43,2,4749,3,9,0,0,0.9958334205654562
51,0,-1,-1,1e-05,434084,4,51,873,10,36,2,5278,7,9,0,0,0.30029702427842664
169,1,-1,-1,1.91176463576e-05,-1,1,47,446,10,36,2,4736,2,15,0,0,0.3151830983412987
446,1,12,14,0.00022480907027,119183,2,14,936,10,43,0,567,4,16,0,0,0.9958334205654562
430,1,1,3,0.00039159065487,16761,2,6,13,7,0,11,548,4,0,0,0,0.9958334205654562
456,0,-1,-1,4.56026831278e-05,206692,0,51,1264,10,5,12,5278,4,8,0,0,0.4623834207881949
398,0,-1,-1,8.91320588638e-05,1137517,2,20,103,10,43,2,2701,4,26,0,0,0.14738534843961582
228,1,-1,-1,6.81997230908e-05,917246,0,51,798,10,36,2,3261,9,26,0,0,0.2973491858341358
518,1,-1,-1,1e-05,467215,5,51,719,10,2,2,5153,10,27,0,0,0.2830580082888579
521,1,-1,-1,0.000153996050357,-1,5,15,860,10,23,24,1867,4,15,0,0,0.19602361068344767
502,0,-1,-1,3.05591216859e-05,-1,5,51,1135,10,2,4,2194,4,15,0,0,0.26161713125656505
279,0,-1,-1,1e-05,-1,8,21,1073,10,2,14,5278,4,15,0,0,0.3741602694280693
567,0,-1,-1,2.53717732855e-05,729163,5,14,672,10,36,2,936,3,27,0,0,0.30288674282517863
179,0,-1,-1,3.99924052209e-05,390712,0,51,200,10,43,20,2304,4,9,0,0,0.3622615313463436
51,1,-1,-1,3.01214402989e-05,964591,5,51,874,10,36,8,5278,4,26,0,0,0.4612241407650831
398,0,-1,-1,1.32383113319e-05,1897019,7,19,140,10,43,2,2701,6,7,0,0,0.26866885796638346
462,0,-1,-1,7.85859997979e-05,295400,0,14,835,10,43,12,3053,4,9,0,0,0.40854371796645006
582,0,-1,-1,0.000756054008607,129433,5,14,104,10,45,2,2273,4,16,0,0,0.31729705241668815
630,0,-1,-1,0.000152620585526,-1,2,26,1394,10,26,14,5278,4,15,0,0,0.2436117521054805
501,1,0,1,2.22248145763e-05,-1,5,51,1175,10,42,2,1036,7,15,0,0,0.9958334205654562
9,1,-1,-1,2.97860888981e-05,893676,5,51,112,10,43,8,5278,4,26,0,0,0.5624596838343754
7,0,-1,-1,1e-05,2397555,5,46,820,10,36,2,4041,4,6,0,0,0.25999645817439
377,0,-1,-1,3.52332806763e-05,-1,7,51,476,10,1,14,4454,4,15,0,0,0.24685835124319594
566,1,-1,-1,0.000273504134487,-1,0,51,673,10,2,20,3910,4,15,0,0,0.4465314851102651
20,0,-1,-1,2.50000002629e-05,-1,0,51,771,10,36,5,1920,4,15,0,0,0.21006716615091797
6,1,-1,-1,0.000650075814303,-1,0,51,755,10,25,11,1220,4,15,0,0,0.38215359280308137
518,1,-1,-1,0.00022150870735,236117,5,51,719,10,2,2,209,8,8,0,0,0.5076469375062562
553,0,-1,-1,4.13136633242e-05,175376,5,14,1305,10,36,12,2969,4,8,0,0,0.4356796617041008
7,0,-1,-1,1e-05,-1,4,46,1224,10,36,2,375,10,15,0,0,0.16274434195690865
131,0,-1,-1,8.26499567312e-05,-1,5,51,512,10,36,12,1450,4,15,0,0,0.3488806210519815
347,0,-1,-1,1.0350765607e-05,1260217,5,51,603,10,2,2,5278,8,7,0,0,0.39267716807938086
446,1,-1,-1,1.0725588483e-05,-1,0,14,190,10,43,5,1587,4,15,0,0,0.28775168780115257
68,0,-1,-1,1.91176463576e-05,-1,1,13,984,10,0,2,2134,8,15,0,0,0.4098213767748115
556,0,-1,-1,4.58386847201e-05,-1,0,51,850,10,36,14,3255,4,15,0,0,0.2820002261294862
399,1,5,7,6.0767274239e-05,602066,5,14,918,10,0,2,2845,0,27,0,0,0.9958334205654562
361,0,-1,-1,1e-05,-1,1,14,748,10,36,0,2631,4,15,0,0,0.29541802386648375
191,1,0,2,0.000208357642678,-1,4,51,27,10,43,2,3050,0,15,0,0,0.9958334205654562
521,0,-1,-1,9.43874965037e-05,192,5,14,963,10,23,0,3559,4,2,0,0,0.5059336724778543
430,1,-1,-1,0.000112840625604,427454,2,6,13,3,0,12,1568,4,9,0,0,0.399098801533089
309,0,-1,-1,2.91059447208e-05,800113,5,51,1349,10,36,12,5231,4,26,0,0,0.4390072206888006
521,0,-1,-1,0.000449999991585,-1,3,15,861,10,23,25,4649,4,15,0,0,0.16951519681112348
119,1,-1,-1,0.000541776178884,343,3,51,732,7,2,11,3325,4,3,0,0,0.5512151293674551
435,0,-1,-1,0.000860853379527,178027,2,51,1058,10,43,14,4724,4,8,0,0,0.22932935844642507
411,0,-1,-1,1e-05,-1,5,51,1169,10,27,2,2045,8,15,0,0,0.22154894856644486
122,1,-1,-1,4.48055893449e-05,1152887,5,51,824,10,44,2,4442,7,26,0,0,0.3403173474770847
541,1,-1,-1,9.47373754838e-05,-1,7,51,1347,10,2,12,5278,4,15,0,0,0.41022455363340043
196,0,-1,-1,0.00040995926842,652132,5,51,1028,10,45,2,1626,10,27,0,0,0.21670804166489657
219,0,-1,-1,1.17647078107e-05,-1,4,51,238,7,2,2,3815,0,15,0,0,0.2319761793963588
103,0,-1,-1,0.000394356595682,744143,5,51,741,10,36,2,1024,8,26,0,0,0.3812789810708254
172,0,-1,-1,1e-05,-1,2,43,1178,10,26,2,3285,2,15,0,0,0.154856755802848
196,0,-1,-1,6.25744023744e-05,-1,7,51,1028,10,45,12,1305,4,15,0,0,0.32543825158501904
125,0,-1,-1,1e-05,-1,1,51,37,10,48,2,5278,10,15,0,0,0.22526148958816758
475,0,-1,-1,6.91106812851e-05,140277,5,46,1323,10,0,23,3581,4,16,0,0,0.4453982424686591
398,1,-1,-1,0.000269629595242,430748,5,20,140,10,43,2,2701,5,9,0,0,0.48615306087523685
299,0,-1,-1,4.15886807091e-05,-1,1,51,1284,10,36,2,5221,1,15,0,0,0.44605822304615245
162,1,-1,-1,0.000501728335516,336,5,20,1253,10,43,12,3187,4,3,0,0,0.685909506048989
59,0,-1,-1,2.99209236809e-05,862979,0,51,1307,10,37,14,3672,4,26,0,0,0.2153950052295015
257,1,1,4,0.00298293171716,803798,5,51,81,10,37,26,5237,4,26,0,0,0.9958334205654562
280,0,-1,-1,1.47058825721e-05,-1,5,51,1025,10,37,12,3541,4,15,0,0,0.35136101490778743
196,1,-1,-1,0.000167217578132,978238,5,51,1028,10,45,14,2867,4,26,0,0,0.3328574531385092
196,0,-1,-1,2.64405919349e-05,-1,4,51,1028,10,45,12,2589,4,15,0,0,0.23880692655144223
361,0,-1,-1,1e-05,-1,5,2,748,10,36,21,2567,4,15,0,0,0.2895374725971865
612,0,-1,-1,4.72277359051e-05,-1,5,51,745,10,36,11,751,4,15,0,0,0.35314135237247635
612,0,-1,-1,2.33916193247e-05,-1,5,51,745,10,36,21,3083,4,15,0,0,0.38754736444739635
224,0,-1,-1,1.32352946436e-05,-1,5,14,372,10,37,2,298,10,15,0,0,0.15350297381188094
175,0,-1,-1,1e-05,599447,5,33,474,10,23,14,4261,4,27,0,0,0.2622556327371122
89,0,-1,-1,1e-05,-1,7,51,421,10,36,2,4602,1,15,0,0,0.24967443495398262
169,0,-1,-1,0.000118121367176,309219,7,47,446,10,36,12,681,4,9,0,0,0.4439071108088417
446,0,-1,-1,1.14916177357e-05,-1,1,14,190,10,43,5,1852,4,15,0,0,0.28775168780115257
224,0,-1,-1,1.02941176909e-05,-1,5,14,372,10,37,2,2574,10,15,0,0,0.15303355242053995
501,0,-1,-1,1e-05,-1,2,51,1175,16,42,2,1036,1,15,0,0,0.17710114951590195
518,0,-1,-1,1e-05,-1,1,51,719,10,2,2,3450,10,15,0,0,0.3157204411214923
118,1,0,1,0.00515929709928,69580,2,14,797,6,41,2,4091,5,17,0,0,0.9958334205654562
623,1,-1,-1,0.000266423181912,311641,3,14,1302,7,1,14,1498,4,9,0,0,0.2573778208482673
241,0,-1,-1,1e-05,-1,1,51,1277,10,2,14,2861,4,15,0,0,0.34966799152676364
538,0,-1,-1,1e-05,-1,8,21,1171,10,0,12,5278,4,15,0,0,0.4470887344706623
545,1,-1,-1,0.000294117647059,-1,4,51,102,7,11,12,2444,4,15,0,0,0.2111007328497409
435,0,-1,-1,0.0039365511,36507,4,14,1126,7,43,24,2925,4,29,0,0,0.27275172127496755
521,0,-1,-1,0.000582896312771,231,5,14,963,10,23,0,3559,4,2,0,0,0.5059336724778543
518,0,-1,-1,1.87585883542e-05,869507,5,51,719,10,2,2,209,3,26,0,0,0.3136640084284915
600,0,-1,-1,0.000392719106752,1412484,5,51,883,10,0,11,5005,4,7,0,0,0.6566926255765959
399,1,-1,-1,2.40075092543e-05,523433,5,51,918,10,0,9,2845,4,27,0,0,0.6706587294563652
127,0,-1,-1,4.06772161231e-05,-1,4,51,1268,10,9,12,5206,4,15,0,0,0.31083775601867053
260,1,-1,-1,0.000417612632041,27723,5,14,1290,10,43,12,2904,4,28,0,0,0.5455345939402388
627,0,-1,-1,1e-05,-1,3,39,1101,7,26,12,370,4,15,0,0,0.21181032220951287
169,0,-1,-1,5.38882948684e-05,2214958,5,47,446,10,36,12,681,4,6,0,0,0.2506979408099237
562,0,-1,-1,2.94314441492e-05,1681642,5,41,139,10,43,12,4359,4,7,0,0,0.31068314626137283
623,0,-1,-1,0.000163462061959,553267,4,35,554,7,1,11,2716,4,27,0,0,0.264384767056556
519,0,-1,-1,4.72277359051e-05,-1,8,21,636,10,37,11,5278,4,15,0,0,0.39962487893661547
190,1,-1,-1,6.52853969265e-05,-1,5,51,572,10,43,2,3851,10,15,0,0,0.25083625589363273
611,1,-1,-1,0.00053467634417,308,4,14,315,7,36,2,4334,0,3,0,0,0.5932171617742321
196,0,-1,-1,0.000107564930101,652176,5,51,1028,10,45,12,1626,4,27,0,0,0.4003441466618333
42,0,-1,-1,4.51149879132e-05,-1,0,14,1304,10,46,11,3754,4,15,0,0,0.3851772886603191
311,1,-1,-1,0.00040147059104,-1,1,51,956,10,43,2,4679,7,15,0,0,0.33062893144141775
566,0,-1,-1,0.000294117647059,-1,1,51,673,10,2,8,903,4,15,0,0,0.36061596600275975
